"GEOID","INTPTLAT","INTPTLON"
"37165",34.838558116561,-79.4823166345484
"37175",35.1993266520501,-82.792490848393
"37199",35.9007090418817,-82.3100202329248
"38017",46.9320416147175,-97.2505873138594
"38037",46.3580829879834,-101.637602742909
"38085",46.1118200136153,-101.041117518669
"38099",48.3690534586375,-97.7188271206788
"39035",41.4245729436612,-81.6592144494156
"39039",41.3239817678993,-84.4906858816697
"39043",41.3613450011011,-82.6209119725992
"39125",41.1167407289019,-84.5801764716401
"40065",34.5875553863176,-99.4235038329866
"48103",31.4287415133765,-102.513753958369
"48141",31.7693816960093,-106.235155252298
"48151",32.7428131618713,-100.401930245685
"48161",31.7058228002977,-96.1460318626769
"48167",29.394964732744,-94.9932256796728
"48199",30.333010052222,-94.3902513459327
"48213",32.2121076067529,-95.8517128830351
"48229",31.4559996272945,-105.387573686917
"48241",30.7458488487519,-94.0237713368962
"48245",29.8849678575786,-94.163581765359
"48261",26.9286412001331,-97.7010437396769
"48289",31.2952942080923,-95.9925300730516
"48317",32.3060005135314,-101.951351838878
"48333",31.4978069357973,-98.5942933040103
"48347",31.6180682079017,-94.6186726094394
"48361",30.1215612948781,-93.8915014549709
"48371",30.7809178157677,-102.723518805682
"48395",31.0256172758393,-96.514107214185
"48423",32.3754990432394,-95.2699476111478
"48427",26.5620360426753,-98.7387750379504
"48457",30.7723689078922,-94.3782636160627
"48471",30.7390564690892,-95.5738763648122
"48475",31.5085572813924,-103.102313037711
"48477",30.2152146496782,-96.4098928455145
"48499",32.7868198333051,-95.3823578880031
"49001",38.3572434819116,-113.237486169054
"49003",41.5204763341378,-113.083713107128
"49011",40.9879913125258,-112.105345028179
"40073",35.9453000825437,-97.9419326839065
"40079",34.8993919940784,-94.7036326575949
"40145",35.965421019588,-95.522194327018
"41005",45.1883875409175,-122.22453845299
"41021",45.3770114845071,-120.212117276349
"41033",42.3671267539887,-123.556890446556
"41035",42.6857335419222,-121.651432552375
"41039",43.9382901084462,-122.849116645021
"41043",44.4895289645848,-122.536365010539
"41051",45.5490457749898,-122.419169763442
"41055",45.4096527011559,-120.688386412294
"41061",45.311060508472,-118.010809317606
"42005",40.8121094164867,-79.4668516164427
"42029",39.974192600999,-75.7441604627555
"42035",41.2325470368277,-77.6383891027035
"42059",39.8551512423593,-80.2242238791963
"42067",40.5340454256613,-77.3874200951047
"42091",40.2137759275497,-75.3650065887164
"42111",39.9730863488422,-79.0259663489041
"45005",32.985531272408,-81.3579024025557
"45019",32.8340725810539,-79.9524045100766
"45025",34.6397411633208,-80.1597973645202
"45043",33.4317974885662,-79.33107794526
"45063",33.9008771719955,-81.2723025284796
"45077",34.8861943546736,-82.7243525873028
"45091",34.9749525829775,-81.1872590575096
"46073",44.0663932234543,-98.6296128931957
"46093",44.5669244110208,-102.716937033525
"46095",43.5819158032333,-100.761687611847
"46123",43.3455884234322,-99.8848916556628
"47001",36.1225364101435,-84.203197950118
"47003",35.5115848054041,-86.4600961744029
"47005",36.0680988421955,-88.0709927977732
"47019",36.2937388623153,-82.1257581955009
"47029",35.928912673017,-83.1158238410855
"47049",36.3786041396751,-84.930583816893
"47063",36.2122211939209,-83.2603424527658
"47073",36.4420524401616,-82.9465811735147
"47081",35.8049715889743,-87.4764021029813
"47097",35.7662315260638,-89.6320187613262
"47121",35.5211593395954,-84.8025120154289
"47149",35.8400328397256,-86.4130648599478
"47173",36.2871091271817,-83.8376177633784
"48007",28.1450134312988,-96.9879577018502
"25001",41.6875604469397,-70.343560367383
"25013",42.1366975071566,-72.6235433737619
"25025",42.3417642685403,-71.066823540993
"26033",46.3092278117786,-84.5929008816018
"26053",46.4065107915763,-89.6912509650807
"26063",43.8337734894997,-83.0227115956637
"26097",46.0829964152008,-85.0988523373486
"26115",41.9294587457057,-83.540041108721
"13283",32.4062686338573,-82.5651101070478
"13289",32.6654441545433,-83.4262911970257
"13313",34.8105761228981,-84.9679406280258
"13317",33.7823134098562,-82.7433853249341
"15001",19.5950168073023,-155.518912393007
"15009",20.861274804595,-156.555633147956
"16059",44.9405125138662,-113.932658773089
"16073",42.5808936755576,-116.168904361957
"16083",42.3562549314306,-114.667630080038
"16087",44.4509412566141,-116.783314861321
"17027",38.606242256362,-89.4228723419899
"17031",41.8399760359638,-87.8180813615881
"17047",38.4174054470337,-88.054068074385
"49029",41.0871211287204,-111.574002698657
"49035",40.6638286932648,-111.920707922416
"49043",40.8667580251286,-110.950387795279
"49049",40.1203750916339,-111.668680044786
"51015",38.160906833088,-79.1301246649926
"51037",37.0144005229383,-78.6599937773119
"51051",37.127014337226,-82.3498214848935
"51053",37.0772698894247,-77.6332053361634
"51069",39.201228413957,-78.2652324865689
"51073",37.4166700676934,-76.5389277380096
"51085",37.761467695439,-77.4933695387021
"51099",38.2702951483078,-77.1508736365756
"51125",37.7816108369692,-78.8841754811544
"51131",37.3431787842687,-75.8775529990654
"51137",38.2458940691821,-78.0177917726345
"51145",37.5533532939261,-77.9111323872993
"51149",37.1838383561443,-77.2351713726174
"51161",37.2687479682346,-80.065259652748
"51177",38.1872918886985,-77.6534102286099
"51185",37.1228509494798,-81.5550989304295
"51199",37.2475001889626,-76.56014033692
"53005",46.2401772049977,-119.514791416844
"53007",47.8659780087445,-120.617344843178
"53009",48.0465003231683,-123.923275196942
"53015",46.1938624309048,-122.68003033621
"53025",47.2081465603149,-119.450686779517
"53031",47.7501138164156,-123.593433805202
"53037",47.1239928467764,-120.672989300901
"53043",47.5744304848045,-118.420969973936
"12077",30.2376135341706,-84.8809086235535
"72054",18.3701942980605,-66.5633603177567
"72113",18.0626687217802,-66.6165669879032
"72115",18.4418270195164,-66.920330647297
"72141",18.2680462852822,-66.7032833233483
"72147",18.1176211,-65.4884866
"78010",17.7261779683419,-64.8101767773303
"05061",34.0879309316701,-93.993899094396
"05093",35.7601789204944,-90.0595054121704
"05095",34.6770281072039,-91.2056642090277
"05099",33.6694954739509,-93.3054252701589
"05103",33.589020746227,-92.8787953808252
"05109",34.1658674945467,-93.6580755672796
"05117",34.8361106085793,-91.5517623344848
"05133",33.9997074281307,-94.2452893486775
"05147",35.1879306246858,-91.24257049808
"06045",39.4384682271839,-123.392162615276
"06051",37.9393187460839,-118.887523090097
"24011",38.8714883454809,-75.8286953041202
"24033",38.829194382889,-76.8475408667178
"24043",39.6054593049123,-77.8209662464111
"25007",41.3892211003139,-70.6219502828372
"25017",42.4779856307114,-71.3915731440028
"26041",45.923132527433,-86.9275086704765
"26099",42.6973730647844,-82.9340705333571
"26103",46.433892582008,-87.6429623683956
"26135",44.6819227923263,-84.1293924362968
"26147",42.9328112827247,-82.6798976985719
"26163",42.2809201338468,-83.2825917474706
"27023",45.0239242632817,-95.5635977687476
"27053",45.0064307369727,-93.4773977478039
"27077",48.7704892268495,-94.9025774199321
"27091",43.6743403873511,-94.5510052006192
"27129",44.7271500562345,-94.9469354679925
"27139",44.6473869268866,-93.5401409961531
"27163",45.0409841785935,-92.8828656711881
"28007",33.0870233264563,-89.5797759521712
"28033",34.8767045536668,-89.9931815231687
"28055",32.7419107155076,-90.9922712082709
"28075",32.4042414693656,-88.6622704997573
"28143",34.6448239078429,-90.3625917887577
"28157",31.1575026975452,-91.3090864487999
"28163",32.7809233123155,-90.39941543179
"29023",36.7150587492039,-90.4069663444875
"29029",38.0231043493195,-92.7621517292499
"29031",37.3849521682941,-89.6841952043848
"29033",39.4304120616335,-93.5086487588752
"17075",40.7470896815187,-87.8248012275188
"17129",40.0264388152606,-89.8047102132626
"17161",41.4646853877137,-90.5711416617821
"17175",41.0926482875386,-89.7971609253674
"17185",38.4414650804579,-87.8464847188705
"18009",40.4745134551324,-85.3279940576979
"18035",40.2278724651259,-85.3973277159463
"18067",40.4834770722672,-86.1181053037371
"18083",38.6965778306998,-87.4166448708899
"18159",40.3111370497421,-86.0523463610647
"18175",38.6001699657663,-86.1057357844053
"49025",37.2839675251054,-111.887470103751
"05003",33.1914674128472,-91.7691371460018
"05007",36.3376348849904,-94.2565800426935
"05013",33.5599871463951,-92.501655021305
"05045",35.1505793921221,-92.330728397026
"13051",31.9997034189823,-81.1242518228342
"13077",33.3501887743057,-84.7623502560166
"13123",34.6886739019908,-84.4546246028845
"13133",33.5819308325827,-83.1704924414746
"13137",34.6316536895962,-83.5312470836337
"13139",34.3182617059781,-83.8162128163964
"13143",33.7926566341816,-85.2116802574924
"13157",34.1326008800507,-83.562387374254
"13171",33.0828045268764,-84.1405906423595
"13181",33.791023410731,-82.4496775652171
"13185",30.8301032277602,-83.2677701881765
"13195",34.130608917189,-83.2083622423977
"13213",34.7911317053804,-84.7480788816521
"13217",33.5571702825724,-83.8548008576081
"13237",33.3220261961656,-83.3711846454247
"13245",33.3599761105997,-82.0703724352543
"13251",32.7469065646666,-81.613657006971
"13269",32.5536112898816,-84.252589629355
"13279",32.1223673428575,-82.3256148699398
"23023",43.957175934233,-69.8544274526456
"23031",43.4821994593811,-70.7138420332788
"24001",39.6203819407629,-78.7046572677339
"24005",39.4652026956291,-76.6412780207148
"24017",38.5099606831962,-76.9913635740638
"24021",39.4747534822724,-77.3951796854207
"24031",39.1344198876733,-77.202538461838
"24045",38.3731423785196,-75.6238023521773
"28149",32.3468181479549,-90.8471369987168
"28151",33.287007958703,-90.9509610182791
"29041",39.5119582133691,-92.9623530802536
"29069",36.2698455093642,-90.0912216695595
"29087",40.0941724310736,-95.2120636374369
"29113",39.0569639120488,-90.9604339098763
"29159",38.7283413782384,-93.2858586659397
"29183",38.7815995794689,-90.6695093886816
"29195",39.1371319034993,-93.208046094547
"29197",40.4708954555669,-92.5244746999875
"29201",37.052041624761,-89.5717559788806
"30001",45.1342091610045,-112.902274786837
"30013",47.3082446081374,-111.34702550321
"30027",47.263979804824,-109.226412322663
"30031",45.5394674024267,-111.169279747472
"30045",47.0435184781712,-110.263898380332
"30049",47.1213248544643,-112.392153474411
"30055",47.6462264355267,-105.794100963502
"30059",46.5980044788615,-110.890013220609
"30069",47.1176181382372,-108.25327012382
"30073",48.2264449451668,-112.22895328592
"30083",47.7819130772873,-104.556209145698
"30099",47.8364186258707,-112.242577372063
"31103",42.8785300375242,-99.7145766027991
"31151",40.5243171941126,-97.141124545637
"32001",39.5811418898959,-118.33417556262
"32003",36.2142904069467,-115.013871912776
"32015",39.9333484239097,-117.037970512642
"33007",44.6884398524157,-71.304597087019
"33015",42.9877405496509,-71.1261114022046
"33017",43.2941084196311,-71.0238194925166
"34001",39.4771577206967,-74.6585805197134
"34005",39.877849858523,-74.6685389839084
"34015",39.7171848642279,-75.1397027320303
"34019",40.5619504345471,-74.9068548987196
"34021",40.2753605147492,-74.6996862443238
"34025",40.2632659346671,-74.2190947819388
"34029",39.8940697431223,-74.2789073555553
"34035",40.5655487370844,-74.6165992991724
"21229",37.7540003978961,-85.1768391654869
"21231",36.8015730249651,-84.8249075961426
"22035",32.7307012972117,-91.2478807598828
"22045",29.8952576239266,-91.7250965744417
"22053",30.2678321284947,-92.8157539988627
"22055",30.2038814493564,-92.0678203532205
"06055",38.5047888372826,-122.331607351092
"06059",33.7015143025299,-117.765578383318
"06069",36.6024061752966,-121.06920309988
"06073",33.0334093285485,-116.735799854541
"06079",35.3898807024201,-120.405786839261
"06083",34.6901836287787,-120.022135905174
"06097",38.5298563276415,-122.887353197335
"06101",39.0316328022513,-121.699351149373
"06107",36.2188588350484,-118.804228407486
"06113",38.6820802321875,-121.897039353002
"08019",39.6835180786905,-105.640242313753
"08023",37.2795614997267,-105.427037895443
"08031",39.7652926035104,-104.872822103248
"08037",39.6282587371741,-106.6968609917
"08055",37.6860730773538,-104.960726522979
"01049",34.4603852880562,-85.8031836574354
"01063",32.853992543401,-87.9550184534408
"01087",32.3879919853175,-85.6972355970182
"01091",32.2473172986095,-87.7856659273929
"01095",34.3681417102805,-86.3049856601308
"01101",32.2192310964965,-86.2052513853796
"01107",33.2801774743363,-88.0890359742087
"01115",33.7119443116651,-86.3141872990723
"01119",32.590989491763,-88.1995706569135
"01131",31.9868618227555,-87.3086916606208
"02090",64.8059677279622,-146.570783218302
"02158",62.1535308568092,-163.381722889061
"02240",63.877977791483,-143.211966618887
"04005",35.8381063632713,-111.769979170514
"04009",32.9332480979457,-109.888915281212
"04013",33.3487167630589,-112.491109947272
"54001",39.1294243202241,-80.0031245395851
"54005",38.0315437866103,-81.7121648451259
"54021",38.9246476984034,-80.8564783326304
"54039",38.3398807721654,-81.5265998035455
"54045",37.8298400834058,-81.9313831992742
"54047",37.374294097214,-81.6525837625635
"54063",37.5627162229216,-80.5465247224586
"54067",38.2941201252608,-80.7989061706184
"54087",38.7147376100603,-81.3484554380765
"54107",39.2100962206324,-81.5143198012427
"55003",46.265758307063,-90.6829248327038
"55043",42.8655190088736,-90.7038349293359
"55113",45.8792115234484,-91.1434793202573
"56029",44.5204062037904,-109.58495281067
"60010",-14.2804802450562,-170.692769229826
"60020",-14.234226,-169.480046
"69085",18.1276007715546,145.775907429728
"69100",14.1497844494833,145.187238883493
"69110",15.209265470774,145.758237857579
"72023",18.0449119905266,-67.151421471292
"72031",18.3806959993267,-65.9635843351547
"72037",18.2657428139483,-65.6870320381561
"72039",18.2933322521245,-66.5189726805068
"72053",18.3150442,-65.6845809
"12086",25.6138254000065,-80.5653639229729
"12093",27.3870300857615,-80.8871499619467
"12097",28.0618095463476,-81.1476647972817
"13021",32.8067296308287,-83.6941886543397
"13029",32.0114062109305,-81.4390146775709
"39137",41.0209488916412,-84.1336111007995
"39175",40.8425431697457,-83.304811355149
"40013",33.9652162157036,-96.2560015768066
"40027",35.2035636451825,-97.3259167228177
"40057",34.743676140055,-99.8471782013398
"40067",34.113125597746,-97.8393197506916
"40075",34.9134077009257,-98.983697773169
"40095",34.0212164807284,-96.7686743486009
"40125",35.2047723091734,-96.9507412842794
"40135",35.4954957139223,-94.753841140082
"40143",36.1175314018509,-95.9412417115498
"27011",45.4261926615242,-96.4141330349881
"27013",44.0354092117733,-94.0667334168979
"27031",47.8984743557748,-90.5377545486752
"27061",47.5097517721016,-93.6309482231081
"27073",44.996920436864,-96.1707610139709
"27075",47.639966220775,-91.4451987965595
"27089",48.3582777359467,-96.3705125847865
"27097",46.0119011334871,-94.2687186273818
"27127",44.4050566325313,-95.253331308442
"27161",44.0221111596993,-93.587200342582
"27171",45.1730876025094,-93.9662608163869
"28001",31.4759057904299,-91.3554288503004
"28011",33.7962651270847,-90.879278741155
"28029",31.870186067013,-90.4458636397665
"28043",33.7703616584632,-89.8024508311367
"28083",33.5581170289666,-90.2987688752858
"28087",33.473172428682,-88.4434711333361
"28103",33.1101389537973,-88.5695467690481
"28121",32.264090919818,-89.9462769456772
"35015",32.4712795497972,-104.304293825167
"35039",36.510122531877,-106.693393638001
"35045",36.5084865139054,-108.320327369731
"35055",36.5799746631025,-105.630459320348
"36025",42.1981288225669,-74.9685156019626
"36031",44.1167010423363,-73.7732940276355
"36103",40.8638865434018,-72.8597232523477
"36105",41.7148753016142,-74.7686466932775
"36119",41.1639914264433,-73.7584962350954
"36123",42.6335109201913,-77.1050357711255
"37009",36.4402697088573,-81.4982686931978
"37013",35.4918658561045,-76.8618286420761
"37017",34.6153366455287,-78.563335416748
"37023",35.7511260868286,-81.7052191511571
"37037",35.7022356159856,-79.255751954043
"37043",35.0585745497812,-83.7504776068589
"37053",36.4321429006507,-76.0272641443055
"37057",35.7955285610224,-80.213111997896
"37065",35.913114660113,-77.5955129743869
"37075",35.3500425143423,-83.8329624430515
"37085",35.3688534283176,-78.8668538985626
"37089",35.3413645000812,-82.4777593978577
"37095",35.5336706616893,-76.2597995848398
"37103",35.0203081697949,-77.3601952816413
"37115",35.8587189177115,-82.7041621354059
"37123",35.3313176167569,-79.9017978912657
"28141",34.7405241609609,-88.2392951815777
"42099",40.3956157883508,-77.2640394000315
"42103",41.3322152557999,-75.0313218464559
"42127",41.644950167154,-75.3043619730766
"42133",39.9196385400233,-76.7256694891792
"48411",31.158839985407,-98.8163508259257
"48429",32.7355307901835,-98.8363146203634
"48449",33.2159375851113,-94.9678542924104
"48453",30.3353690929956,-97.7834197237804
"48455",31.0887357463173,-95.1361523233331
"48467",32.5655082859014,-95.8367633931597
"48473",30.0140627019562,-95.9866918934181
"48479",27.762228762823,-99.3307131526566
"49033",41.6309717235248,-111.244830737154
"49045",40.4484113967639,-113.129060183859
"49047",40.1246096714456,-109.519277744991
"49051",40.3302477894202,-111.171492794259
"50017",44.0031638660309,-72.3775915150199
"50027",43.5821147015053,-72.5880153853149
"51007",37.339317094927,-77.9857488409259
"51017",38.0594690921009,-79.742442568847
"51019",37.311560569156,-79.5269128206569
"51023",37.5558619113504,-79.8106920032359
"51033",38.0231656274369,-77.3453670833016
"51036",37.3544793195102,-77.0616343428628
"51041",37.3768633786852,-77.585986645581
"51057",37.9429251945867,-76.9501857578296
"51067",36.989698028103,-79.8797889313718
"51083",36.7675730333489,-78.9366739964433
"51091",38.3609764928206,-79.5711048863337
"51095",37.3254847484052,-76.7761613971557
"51107",39.092260124371,-77.6338920345067
"51111",36.9469119950835,-78.2384012328791
"51127",37.5061260833651,-77.0055108607678
"51133",37.8947647621736,-76.4234593321215
"51143",36.8194653018103,-79.3954463840084
"51159",37.9392130062267,-76.7210540772251
"51165",38.5108931283914,-78.8777582975935
"51175",36.7240307442924,-77.0956223976507
"51179",38.4170161483695,-77.4522464674967
"51187",38.9098475415817,-78.2097489235526
"53047",48.5488588720876,-119.739376166091
"53049",46.5541742176653,-123.713918685266
"53053",47.019060640022,-122.085076250852
"53061",48.0486007802487,-121.697545536758
"53071",46.2273203183937,-118.479959356664
"53073",48.8250449823273,-121.708686152907
"54013",38.8426581234092,-81.1159573621351
"54017",39.2670000672547,-80.7081906766913
"54019",38.0299676205509,-81.0836935212792
"54023",39.1057953646227,-79.1972628206894
"54027",39.3173772012394,-78.611604184332
"54033",39.2838260103052,-80.3815159812216
"54037",39.3070338599301,-77.8577768352144
"54043",38.1746538401166,-82.0723342845392
"54065",39.5589826893677,-78.2637375436373
"54071",38.6840815560341,-79.355357440108
"54081",37.7704783599039,-81.2499010823684
"54093",39.1115631246248,-79.5689571551294
"54095",39.4630348140713,-80.8835009570128
"37133",34.7295089333312,-77.4346891109462
"37137",35.1435869324832,-76.7371609232829
"37149",35.2803038939925,-82.1689321150113
"37153",35.0062355562666,-79.7482267914853
"37161",35.399634588862,-81.9158807889638
"37163",34.9900039917414,-78.3705460588047
"37177",35.8151475873759,-76.2095225954585
"38005",48.0691164368604,-99.3644338810071
"38033",46.9403242759788,-103.846537503688
"38053",47.739432052648,-103.395496059676
"38059",46.7159930366798,-101.280624346515
"38067",48.7676311739891,-97.5527244214538
"38071",48.2706704360344,-98.71665898554
"22067",32.8213873449766,-91.8014764698596
"22069",31.7275822179203,-93.1000231373281
"22079",31.1986897917876,-92.535881740251
"22097",30.5974262526764,-92.0018881175332
"22107",32.0054054924117,-91.3408149905391
"22113",29.8484075577714,-92.3266054945856
"22117",30.8532493668739,-90.0409781505773
"22123",32.7882742658042,-91.4617660341933
"23007",44.9808025069507,-70.4480514764951
"08065",39.1989613488939,-106.341699578506
"08071",37.315784743301,-104.038828707818
"08093",39.1173597928584,-105.717469858232
"08105",37.5836865022021,-106.384783837743
"08113",38.0047923804045,-108.403049035639
"09001",41.2654988811718,-73.389375218176
"09007",41.4695390327376,-72.5378631733338
"09011",41.4898038840247,-72.108376529607
"10005",38.6621102349393,-75.3915711229647
"12033",30.6661086424144,-87.3689658175017
"12037",29.8906990653281,-84.8057231659399
"12041",29.7282685441997,-82.8002677612007
"12047",30.498945084309,-82.9531032564805
"12053",28.5551321149949,-82.4252666428484
"12071",26.580269024867,-81.8113405355726
"19009",41.686472012253,-94.9091503338446
"19027",42.0361720694191,-94.860327054691
"19075",42.4018372327389,-92.7882955136338
"19113",42.0792409401181,-91.5981239579603
"19147",43.0819384878615,-94.6782462095756
"19195",43.3774887881726,-93.260860595727
"20069",37.7383667099389,-100.436908765397
"20143",39.1323044056933,-97.650058874448
"20181",39.3514658465886,-101.719651655985
"21005",38.0062337213786,-84.9928076074509
